file,line,code_snippet,pattern_matched,classification,allowed,status
scripts/research_step2_score_analysis.py,43,X_test_s = scaler.transform(X_test),X_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,50,probas_test = hgb.predict_proba(X_test_s),X_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,55,"test_df[""p_buy""] = p_buy",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,56,"test_df[""p_sell""] = p_sell",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,67,n_test = len(test_df),test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,68,"close_arr = test_df[""close""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,69,"high_arr = test_df[""high""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,70,"low_arr = test_df[""low""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,100,"test_df[""fwd_ret_buy""] = fwd_ret_buy",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,101,"test_df[""fwd_ret_sell""] = fwd_ret_sell",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,102,"test_df[""mae_buy""] = mae_buy",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,103,"test_df[""mfe_buy""] = mfe_buy",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,104,"test_df[""mae_sell""] = mae_sell",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,105,"test_df[""mfe_sell""] = mfe_sell",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,124,"sorted_df = test_df.sort_values(score_col, ascending=False).reset_index(drop=True)",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,161,"corr_buy, pval_buy = spearmanr(test_df[""p_buy""], test_df[""fwd_ret_buy""])",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,162,"corr_sell, pval_sell = spearmanr(test_df[""p_sell""], test_df[""fwd_ret_sell""])",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,171,"base_buy_ret = float(test_df[""fwd_ret_buy""].mean())",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,172,"base_sell_ret = float(test_df[""fwd_ret_sell""].mean())",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,184,"test_df[""buy_decile""] = pd.qcut(test_df[""p_buy""], 5, duplicates=""drop"")",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,185,"for dec, grp in test_df.groupby(""buy_decile"", observed=False):",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,198,"for reg, grp in test_df.groupby(""regime"", observed=False):",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step2_score_analysis.py,219,grp = test_df[test_df[col] == 1],test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,38,test_df = df_labeled.iloc[bounds.test_indices].copy(),bounds\.test_indices,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,51,"y_test = test_df[""target_class""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,78,X_te = test_df[f_cols].values,test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,98,"b_acc = float(balanced_accuracy_score(y_test, preds_test))",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,99,"mf1 = float(f1_score(y_test, preds_test, average=""macro"", zero_division=0))",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,100,"prec = precision_score(y_test, preds_test, average=None, zero_division=0)",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,101,"rec = recall_score(y_test, preds_test, average=None, zero_division=0)",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,104,y_test_bin = np.eye(3)[y_test],y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,105,"b0 = float(np.mean((probas_test[:, 0] - y_test_bin[:, 0])**2))",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,106,"b1 = float(np.mean((probas_test[:, 1] - y_test_bin[:, 1])**2))",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,107,"b2 = float(np.mean((probas_test[:, 2] - y_test_bin[:, 2])**2))",y_test,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/research_step5_frozen_test_evaluation.py,118,"bt_res = bt.run(test_df, WrapperModel(calibrator), sc, f_cols)",test_df,RESEARCH_ACCESS,False,HISTORICAL_GATE22_CONTAMINATED_DIAGNOSTIC
scripts/run_gate21_audit.py,84,test_df = df_labeled.iloc[bounds.test_indices].copy(),bounds\.test_indices,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,92,X_test_raw = test_df[feature_cols].values,test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,93,"y_test = test_df[""target_class""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,94,"f_test = test_df[""future_return""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,99,X_test_scaled = scaler.transform(X_test_raw),X_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,182,test_dist = get_class_dist(y_test),y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,222,n_test = len(y_test),y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,239,"close_test = test_df[""close""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,240,"ema50_test = test_df[""ema_50""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,251,"ret1_test = test_df[""ret_1""].values",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,289,"res = bt.run(test_df, DummyModel(), scaler, feature_cols)",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,294,"bal_acc = float(balanced_accuracy_score(y_test, b_pred))",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,295,"mf1 = float(f1_score(y_test, b_pred, average=""macro"", zero_division=0))",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,296,"prec = precision_score(y_test, b_pred, average=None, zero_division=0)",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,297,"rec = recall_score(y_test, b_pred, average=None, zero_division=0)",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,298,"briers = calc_briers(y_test, b_prob)",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,326,pred = m_obj.predict(X_test_scaled),X_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,327,prob = m_obj.predict_proba(X_test_scaled),X_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,328,"bal_acc = float(balanced_accuracy_score(y_test, pred))",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,329,"mf1 = float(f1_score(y_test, pred, average=""macro"", zero_division=0))",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,330,"prec = precision_score(y_test, pred, average=None, zero_division=0)",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,331,"rec = recall_score(y_test, pred, average=None, zero_division=0)",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,332,"briers = calc_briers(y_test, prob)",y_test,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
scripts/run_gate21_audit.py,335,"bt_res = bt.run(test_df, m_obj, scaler, feature_cols)",test_df,RESEARCH_ACCESS,False,HISTORICAL_RESEARCH_SCRIPT
ai_forex_bot/ai/training/trainer.py,122,X_test = X[split_bounds.test_indices],bounds\.test_indices,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,123,y_test = y[split_bounds.test_indices],bounds\.test_indices,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,124,f_test = f_rets[split_bounds.test_indices],bounds\.test_indices,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,125,X_test_scaled = scaler.transform(X_test),X_test,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,126,test_pred = model.predict(X_test_scaled),X_test,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,127,test_proba = model.predict_proba(X_test_scaled),X_test,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,128,"test_metrics = ModelEvaluator.evaluate(y_test, test_pred, test_proba, future_returns=f_test)",y_test,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/ai/training/trainer.py,129,test_row_count = len(X_test),X_test,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/market/split.py,20,test_indices: np.ndarray,test_indices,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/market/split.py,102,"test_indices=test_idx,",test_indices,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/market/split.py,119,Secure getter for test/OOS partition requiring an active authorized OOSEvaluationSession.,OOSEvaluationSession,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/market/split.py,124,"return OOSGuard.get_oos_slice(df, bounds.test_indices, session=session)",bounds\.test_indices,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,26,class OOSManifest:,OOSManifest,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,46,"def from_dict(cls, data: Dict[str, Any]) -> ""OOSManifest"":",OOSManifest,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,69,"def load(cls, path: Path) -> ""OOSManifest"":",OOSManifest,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,145,class OOSEvaluationSession:,OOSEvaluationSession,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,175,manifest = OOSManifest.load(self.oos_manifest_path),OOSManifest,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,224,"session: Optional[OOSEvaluationSession],",OOSEvaluationSession,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,226,"oos_manifest: Optional[OOSManifest] = None,",OOSManifest,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,254,"""Evaluation is only permitted through evaluate_frozen_oos with a valid one-time session.""",evaluate_frozen_oos,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,313,def load_oos_data(,load_oos_data,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,316,"session: OOSEvaluationSession,",OOSEvaluationSession,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,317,"oos_manifest: OOSManifest,",OOSManifest,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,366,def get_oos_slice(,get_oos_slice,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,370,"session: Optional[OOSEvaluationSession] = None,",OOSEvaluationSession,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
ai_forex_bot/data/oos_guard.py,384,"""INDIRECT_OOS_ACCESS_BLOCKED: Calling get_oos_slice without an active evaluation session is prohibit",get_oos_slice,AUTHORIZED_GUARD_IMPLEMENTATION,True,COMPLIANT_INFRASTRUCTURE
tests/leakage/test_leakage.py,115,"X_test = np.array([[1000.0], [2000.0]])",X_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/leakage/test_leakage.py,122,X_test_scaled = scaler.transform(X_test),X_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_calibration_isolation.py,24,"X_test_1 = np.random.randn(50, 10)",X_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_calibration_isolation.py,25,"y_test_1 = np.random.choice([0, 1, 2], size=50, p=[0.8, 0.1, 0.1])",y_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_calibration_isolation.py,40,X_test_corrupted = X_test_1 * 1000.0 + 9999.0,X_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_calibration_isolation.py,41,y_test_corrupted = np.array([1 if x == 0 else 0 for x in y_test_1]),y_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_calibration_isolation.py,61,preds_corrupt = calibrator_2.predict(X_test_corrupted),X_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_calibration_isolation.py,62,"self.assertEqual(len(preds_corrupt), len(X_test_corrupted))",X_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_double_barrel_risk.py,112,"idempotency_key=""db_buy_test""",y_test,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,23,"OOSManifest,",OOSManifest,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,25,"OOSEvaluationSession,",OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,74,self.oos_manifest = OOSManifest(,OOSManifest,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,112,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,139,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,157,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,183,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,208,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,233,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,258,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,276,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,346,session = OOSEvaluationSession(,OOSEvaluationSession,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
tests/unit/test_oos_guard.py,359,OOSDataset.load_oos_data(,load_oos_data,AUTHORIZED_SECURITY_TEST,True,COMPLIANT_TEST
